,Order_ID,Customer_Segment,Category,Sales,Profit,Region
4268,4269,Corporate,Office Supplies,3267,895,West
4269,4270,Consumer,Technology,2178,972,West
4270,4271,Home Office,Technology,2681,977,East
4271,4272,Corporate,Office Supplies,2164,503,North
4272,4273,Home Office,Office Supplies,1358,872,South
4273,4274,Home Office,Furniture,4587,320,West
4274,4275,Consumer,Office Supplies,453,530,East
4275,4276,Consumer,Technology,4500,590,South
4276,4277,Consumer,Furniture,3736,549,West
4277,4278,Corporate,Technology,1663,920,North
4278,4279,Consumer,Technology,811,378,South
4279,4280,Consumer,Furniture,3602,484,South
4280,4281,Corporate,Technology,2832,755,East
4281,4282,Corporate,Office Supplies,4981,40,East
4282,4283,Consumer,Technology,956,836,East
4283,4284,Consumer,Furniture,4372,241,North
4284,4285,Consumer,Furniture,1529,859,South
4285,4286,Consumer,Furniture,2592,506,West
4286,4287,Home Office,Technology,3298,575,North
4287,4288,Home Office,Office Supplies,3520,973,West
4288,4289,Consumer,Furniture,2168,990,West
4289,4290,Home Office,Office Supplies,4906,184,East
4290,4291,Corporate,Furniture,3591,307,West
4291,4292,Home Office,Office Supplies,251,800,West
4292,4293,Home Office,Office Supplies,3331,374,North
4293,4294,Consumer,Office Supplies,3006,95,East
4294,4295,Home Office,Furniture,3651,586,West
4295,4296,Home Office,Technology,1566,98,West
4296,4297,Home Office,Technology,4291,63,West
4297,4298,Home Office,Technology,3523,639,South
4298,4299,Corporate,Office Supplies,4157,370,South
4299,4300,Consumer,Furniture,3025,485,East
4300,4301,Consumer,Office Supplies,3765,238,North
4301,4302,Corporate,Furniture,4835,788,East
4302,4303,Home Office,Office Supplies,3530,840,South
4303,4304,Corporate,Furniture,1256,543,East
4304,4305,Home Office,Furniture,4307,959,North
4305,4306,Corporate,Furniture,3508,768,East
4306,4307,Consumer,Office Supplies,1261,994,West
4307,4308,Consumer,Technology,1359,382,North
4308,4309,Consumer,Office Supplies,4190,478,North
4309,4310,Home Office,Office Supplies,2941,429,North
4310,4311,Home Office,Furniture,3302,835,East
4311,4312,Corporate,Furniture,3081,541,East
4312,4313,Corporate,Technology,3654,409,West
4313,4314,Consumer,Technology,3572,997,North
4314,4315,Home Office,Furniture,1324,193,West
4315,4316,Corporate,Technology,4487,870,North
4316,4317,Home Office,Technology,2489,571,South
4317,4318,Home Office,Furniture,1114,99,East
4318,4319,Consumer,Office Supplies,4780,625,West
4319,4320,Consumer,Technology,2126,715,East
4320,4321,Home Office,Furniture,3813,392,East
4321,4322,Home Office,Technology,1592,378,South
4322,4323,Home Office,Technology,4222,83,South
4323,4324,Home Office,Furniture,1800,278,North
4324,4325,Consumer,Technology,554,24,South
4325,4326,Corporate,Technology,1017,338,North
4326,4327,Consumer,Technology,113,804,South
4327,4328,Corporate,Office Supplies,4474,401,South
4328,4329,Home Office,Office Supplies,589,719,West
4329,4330,Corporate,Technology,1084,443,South
4330,4331,Consumer,Furniture,1060,353,West
4331,4332,Consumer,Technology,1882,204,South
4332,4333,Home Office,Technology,1969,931,West
4333,4334,Consumer,Office Supplies,3404,45,East
4334,4335,Home Office,Office Supplies,2744,926,North
4335,4336,Consumer,Office Supplies,4445,214,South
4336,4337,Consumer,Technology,4935,829,West
4337,4338,Home Office,Technology,3768,660,South
4338,4339,Corporate,Furniture,4501,785,West
4339,4340,Consumer,Technology,1925,66,West
4340,4341,Corporate,Technology,3407,119,South
4341,4342,Consumer,Office Supplies,3462,695,North
4342,4343,Consumer,Office Supplies,3210,505,West
4343,4344,Consumer,Office Supplies,2865,727,East
4344,4345,Consumer,Office Supplies,4378,234,South
4345,4346,Corporate,Office Supplies,3870,395,East
4346,4347,Corporate,Furniture,2792,73,West
4347,4348,Consumer,Furniture,129,773,West
4348,4349,Consumer,Furniture,866,957,South
4349,4350,Corporate,Office Supplies,714,970,North
4350,4351,Home Office,Office Supplies,1104,788,East
4351,4352,Home Office,Office Supplies,2221,911,North
4352,4353,Corporate,Furniture,3226,361,East
4353,4354,Consumer,Office Supplies,3109,472,North
4354,4355,Consumer,Furniture,3919,853,South
4355,4356,Home Office,Office Supplies,123,329,East
4356,4357,Home Office,Technology,4159,366,South
4357,4358,Corporate,Furniture,3193,102,North
4358,4359,Home Office,Technology,3010,704,North
4359,4360,Corporate,Furniture,2070,309,North
4360,4361,Home Office,Office Supplies,1638,735,South
4361,4362,Home Office,Office Supplies,3241,503,West
4362,4363,Home Office,Technology,4867,663,West
4363,4364,Consumer,Office Supplies,4069,604,East
4364,4365,Consumer,Furniture,3024,398,South
4365,4366,Consumer,Office Supplies,670,620,South
4366,4367,Home Office,Office Supplies,4959,802,South
4367,4368,Corporate,Furniture,1342,443,North
4368,4369,Corporate,Technology,812,111,South
4369,4370,Corporate,Technology,4962,850,West
4370,4371,Corporate,Office Supplies,1393,387,East
4371,4372,Consumer,Furniture,2966,592,West
4372,4373,Consumer,Technology,1774,894,South
4373,4374,Home Office,Technology,3763,347,East
4374,4375,Home Office,Office Supplies,1459,907,East
4375,4376,Corporate,Furniture,735,893,South
4376,4377,Consumer,Technology,1309,787,South
4377,4378,Corporate,Office Supplies,2712,501,West
4378,4379,Home Office,Office Supplies,1397,651,West
4379,4380,Home Office,Office Supplies,457,69,North
4380,4381,Corporate,Office Supplies,340,822,North
4381,4382,Home Office,Technology,2704,518,North
4382,4383,Corporate,Furniture,4164,401,South
4383,4384,Consumer,Office Supplies,1926,963,South
4384,4385,Corporate,Office Supplies,3658,128,North
4385,4386,Consumer,Technology,3960,784,North
4386,4387,Consumer,Office Supplies,4351,480,West
4387,4388,Home Office,Office Supplies,4547,337,North
4388,4389,Home Office,Furniture,4239,30,North
4389,4390,Home Office,Office Supplies,237,106,East
4390,4391,Corporate,Technology,3834,824,North
4391,4392,Corporate,Furniture,2067,522,East
4392,4393,Home Office,Technology,4949,917,North
4393,4394,Corporate,Furniture,242,724,East
4394,4395,Home Office,Furniture,3733,953,North
4395,4396,Corporate,Office Supplies,2659,649,West
4396,4397,Consumer,Office Supplies,4257,359,South
4397,4398,Consumer,Office Supplies,2119,141,East
4398,4399,Home Office,Technology,2949,555,South
4399,4400,Corporate,Office Supplies,1292,608,West
4400,4401,Corporate,Office Supplies,2413,41,North
4401,4402,Consumer,Furniture,2455,268,North
4402,4403,Consumer,Office Supplies,2606,485,West
4403,4404,Home Office,Office Supplies,433,845,South
4404,4405,Consumer,Office Supplies,2662,834,South
4405,4406,Home Office,Office Supplies,2820,891,South
4406,4407,Consumer,Furniture,2538,981,South
4407,4408,Consumer,Office Supplies,1895,929,East
4408,4409,Corporate,Furniture,353,42,South
4409,4410,Consumer,Technology,3757,908,East
4410,4411,Consumer,Office Supplies,1523,397,West
4411,4412,Home Office,Office Supplies,3337,807,North
4412,4413,Consumer,Office Supplies,3431,847,East
4413,4414,Home Office,Furniture,1127,570,South
4414,4415,Consumer,Office Supplies,2266,807,North
4415,4416,Consumer,Office Supplies,4094,465,East
4416,4417,Home Office,Technology,569,603,North
4417,4418,Corporate,Furniture,1193,153,West
4418,4419,Home Office,Furniture,4889,958,South
4419,4420,Home Office,Technology,3012,911,West
4420,4421,Home Office,Furniture,280,801,North
4421,4422,Corporate,Office Supplies,4167,892,West
4422,4423,Consumer,Office Supplies,3176,613,South
4423,4424,Home Office,Technology,1320,233,East
4424,4425,Home Office,Furniture,4242,226,West
4425,4426,Corporate,Furniture,3723,165,South
4426,4427,Home Office,Furniture,4829,798,North
4427,4428,Consumer,Technology,1663,529,West
4428,4429,Corporate,Office Supplies,4784,45,East
4429,4430,Consumer,Technology,3732,645,West
4430,4431,Consumer,Office Supplies,2457,18,North
4431,4432,Corporate,Technology,1662,49,North
4432,4433,Home Office,Office Supplies,1513,478,North
4433,4434,Consumer,Furniture,2606,188,West
4434,4435,Consumer,Furniture,4928,650,West
4435,4436,Consumer,Furniture,1117,968,West
4436,4437,Consumer,Technology,3754,510,East
4437,4438,Corporate,Technology,857,382,South
4438,4439,Corporate,Technology,3879,77,West
4439,4440,Consumer,Furniture,720,979,East
4440,4441,Home Office,Office Supplies,1988,675,North
4441,4442,Consumer,Furniture,3684,433,West
4442,4443,Home Office,Furniture,281,524,West
4443,4444,Consumer,Office Supplies,2828,373,West
4444,4445,Home Office,Office Supplies,2395,899,East
4445,4446,Consumer,Office Supplies,2767,786,West
4446,4447,Home Office,Office Supplies,1899,937,West
4447,4448,Consumer,Furniture,1599,460,South
4448,4449,Consumer,Technology,1084,525,East
4449,4450,Home Office,Furniture,3653,783,South
4450,4451,Corporate,Office Supplies,2464,338,South
4451,4452,Home Office,Technology,3405,803,South
4452,4453,Corporate,Technology,2315,907,South
4453,4454,Consumer,Furniture,2890,971,North
4454,4455,Home Office,Furniture,225,379,West
4455,4456,Home Office,Furniture,2720,606,South
4456,4457,Home Office,Technology,4315,863,East
4457,4458,Corporate,Technology,1551,396,West
4458,4459,Corporate,Technology,1108,556,South
4459,4460,Consumer,Office Supplies,1313,123,South
4460,4461,Corporate,Office Supplies,3804,580,East
4461,4462,Corporate,Furniture,3230,47,North
4462,4463,Consumer,Technology,796,554,East
4463,4464,Home Office,Furniture,2370,386,North
4464,4465,Home Office,Technology,1615,408,North
4465,4466,Consumer,Furniture,1134,212,North
4466,4467,Home Office,Office Supplies,2940,211,South
4467,4468,Corporate,Technology,1635,109,South
4468,4469,Consumer,Office Supplies,913,407,North
4469,4470,Consumer,Technology,409,459,North
4470,4471,Consumer,Furniture,1111,822,South
4471,4472,Home Office,Technology,1118,825,North
4472,4473,Consumer,Office Supplies,3511,949,South
4473,4474,Consumer,Technology,3818,127,North
4474,4475,Consumer,Furniture,3910,430,South
4475,4476,Home Office,Technology,2144,252,East
4476,4477,Corporate,Office Supplies,1216,550,North
4477,4478,Consumer,Furniture,4823,236,North
4478,4479,Corporate,Office Supplies,1256,510,East
4479,4480,Home Office,Technology,1088,861,West
4480,4481,Home Office,Office Supplies,2566,222,North
4481,4482,Home Office,Technology,1928,939,West
4482,4483,Home Office,Furniture,2177,708,East
4483,4484,Corporate,Office Supplies,2445,122,North
4484,4485,Consumer,Office Supplies,1184,382,West
4485,4486,Home Office,Technology,2605,308,North
4486,4487,Home Office,Office Supplies,4144,682,North
4487,4488,Corporate,Office Supplies,2451,28,South
4488,4489,Corporate,Furniture,3105,785,West
4489,4490,Home Office,Technology,4535,680,South
4490,4491,Consumer,Technology,2595,20,South
4491,4492,Consumer,Furniture,176,17,West
4492,4493,Home Office,Furniture,2662,162,West
4493,4494,Corporate,Technology,1672,634,South
4494,4495,Home Office,Furniture,4287,669,North
4495,4496,Home Office,Furniture,4661,559,North
4496,4497,Corporate,Furniture,3770,144,East
4497,4498,Home Office,Technology,3211,382,North
4498,4499,Home Office,Furniture,2837,470,West
4499,4500,Home Office,Office Supplies,1452,944,West
4500,4501,Corporate,Office Supplies,1046,244,East
4501,4502,Consumer,Technology,4749,264,West
4502,4503,Consumer,Furniture,3968,595,South
4503,4504,Corporate,Office Supplies,3237,337,East
4504,4505,Consumer,Technology,3586,371,East
4505,4506,Home Office,Office Supplies,4287,383,North
4506,4507,Consumer,Furniture,1102,797,North
4507,4508,Home Office,Technology,4563,218,South
4508,4509,Consumer,Office Supplies,919,276,South
4509,4510,Corporate,Technology,522,665,North
4510,4511,Consumer,Office Supplies,671,563,North
4511,4512,Consumer,Office Supplies,3009,745,South
4512,4513,Consumer,Furniture,4630,867,North
4513,4514,Corporate,Furniture,1523,515,East
4514,4515,Consumer,Office Supplies,1733,573,South
4515,4516,Corporate,Technology,1853,430,North
4516,4517,Home Office,Technology,567,317,West
4517,4518,Consumer,Furniture,4987,146,West
4518,4519,Corporate,Office Supplies,3022,428,South
4519,4520,Corporate,Furniture,2403,204,West
4520,4521,Consumer,Office Supplies,1806,104,West
4521,4522,Home Office,Office Supplies,172,499,East
4522,4523,Corporate,Furniture,246,912,South
4523,4524,Consumer,Technology,416,267,West
4524,4525,Home Office,Furniture,705,34,North
4525,4526,Corporate,Office Supplies,674,241,South
4526,4527,Corporate,Furniture,1277,341,South
4527,4528,Home Office,Technology,3426,615,West
4528,4529,Home Office,Technology,3522,871,West
4529,4530,Consumer,Office Supplies,2694,230,East
4530,4531,Consumer,Furniture,2982,306,North
4531,4532,Corporate,Technology,411,212,East
4532,4533,Home Office,Furniture,2955,957,East
4533,4534,Home Office,Technology,864,352,North
4534,4535,Home Office,Office Supplies,3095,602,West
4535,4536,Corporate,Office Supplies,3300,214,East
4536,4537,Home Office,Furniture,535,970,South
4537,4538,Home Office,Office Supplies,3451,901,East
4538,4539,Corporate,Technology,4553,86,North
4539,4540,Consumer,Office Supplies,3077,559,East
4540,4541,Consumer,Technology,3030,716,East
4541,4542,Corporate,Technology,2399,985,South
4542,4543,Home Office,Office Supplies,234,51,North
4543,4544,Corporate,Technology,4014,464,South
4544,4545,Consumer,Technology,4718,191,West
4545,4546,Consumer,Furniture,903,766,North
4546,4547,Corporate,Furniture,2807,204,East
4547,4548,Corporate,Furniture,2466,599,South
4548,4549,Consumer,Office Supplies,4275,841,South
4549,4550,Corporate,Furniture,3362,985,North
4550,4551,Consumer,Technology,1576,397,South
4551,4552,Corporate,Office Supplies,3515,936,North
4552,4553,Corporate,Office Supplies,2561,646,West
4553,4554,Corporate,Office Supplies,4042,150,North
4554,4555,Consumer,Office Supplies,2140,36,North
4555,4556,Corporate,Technology,4563,324,West
4556,4557,Consumer,Technology,1106,330,West
4557,4558,Consumer,Furniture,1092,457,East
4558,4559,Corporate,Office Supplies,4791,802,South
4559,4560,Corporate,Furniture,1996,302,West
4560,4561,Consumer,Technology,3165,763,West
4561,4562,Consumer,Office Supplies,2848,245,South
4562,4563,Home Office,Technology,2761,724,South
4563,4564,Consumer,Furniture,3078,466,East
4564,4565,Home Office,Technology,1923,901,East
4565,4566,Home Office,Office Supplies,3507,848,North
4566,4567,Home Office,Office Supplies,4606,663,East
4567,4568,Corporate,Furniture,4582,615,West
4568,4569,Corporate,Office Supplies,1848,673,West
4569,4570,Consumer,Technology,2761,774,South
4570,4571,Home Office,Technology,118,76,East
4571,4572,Corporate,Technology,3458,185,North
4572,4573,Corporate,Technology,375,519,North
4573,4574,Corporate,Furniture,4178,624,North
4574,4575,Corporate,Technology,4854,100,North
4575,4576,Corporate,Furniture,3045,714,South
4576,4577,Home Office,Technology,4747,175,East
4577,4578,Home Office,Furniture,4874,611,East
4578,4579,Home Office,Technology,4798,847,East
4579,4580,Home Office,Technology,464,836,East
4580,4581,Consumer,Furniture,2073,789,North
4581,4582,Home Office,Office Supplies,894,447,North
4582,4583,Corporate,Office Supplies,689,60,South
4583,4584,Home Office,Office Supplies,4394,687,South
4584,4585,Consumer,Furniture,4413,695,North
4585,4586,Corporate,Office Supplies,840,748,West
4586,4587,Home Office,Office Supplies,4845,275,East
4587,4588,Home Office,Furniture,2294,530,South
4588,4589,Home Office,Office Supplies,769,96,North
4589,4590,Corporate,Office Supplies,1537,615,East
4590,4591,Corporate,Office Supplies,4860,61,East
4591,4592,Consumer,Furniture,955,188,North
4592,4593,Corporate,Furniture,2477,287,West
4593,4594,Corporate,Office Supplies,4133,248,West
4594,4595,Home Office,Office Supplies,1993,594,South
4595,4596,Corporate,Furniture,1286,348,North
4596,4597,Home Office,Office Supplies,1942,81,South
4597,4598,Home Office,Furniture,426,383,West
4598,4599,Corporate,Office Supplies,3326,589,South
4599,4600,Consumer,Furniture,2500,526,South
4600,4601,Consumer,Technology,4378,860,West
4601,4602,Corporate,Technology,4650,247,East
4602,4603,Consumer,Furniture,4201,475,East
4603,4604,Home Office,Technology,4115,130,West
4604,4605,Home Office,Office Supplies,4406,422,East
4605,4606,Corporate,Furniture,150,732,North
4606,4607,Consumer,Furniture,1568,783,East
4607,4608,Consumer,Office Supplies,1109,846,West
4608,4609,Home Office,Office Supplies,4572,579,North
4609,4610,Corporate,Furniture,3657,52,South
4610,4611,Consumer,Office Supplies,1174,513,West
4611,4612,Corporate,Furniture,253,206,West
4612,4613,Consumer,Office Supplies,681,81,East
4613,4614,Home Office,Furniture,887,100,North
4614,4615,Home Office,Office Supplies,4986,558,West
4615,4616,Corporate,Office Supplies,3481,500,North
4616,4617,Home Office,Technology,2367,835,North
4617,4618,Consumer,Technology,4358,758,East
4618,4619,Home Office,Technology,1070,392,West
4619,4620,Corporate,Office Supplies,747,814,North
4620,4621,Corporate,Furniture,1045,475,North
4621,4622,Corporate,Office Supplies,4884,163,South
4622,4623,Consumer,Technology,1595,179,East
4623,4624,Consumer,Office Supplies,2147,281,West
4624,4625,Consumer,Technology,1272,927,North
4625,4626,Consumer,Technology,4318,119,East
4626,4627,Consumer,Furniture,4999,160,West
4627,4628,Home Office,Furniture,2986,440,North
4628,4629,Consumer,Technology,4258,460,West
4629,4630,Consumer,Technology,832,652,West
4630,4631,Home Office,Office Supplies,3187,789,East
4631,4632,Consumer,Technology,3561,32,East
4632,4633,Corporate,Office Supplies,1757,376,South
4633,4634,Consumer,Technology,578,660,South
4634,4635,Consumer,Furniture,1237,829,South
4635,4636,Corporate,Furniture,4053,248,North
4636,4637,Corporate,Technology,1076,443,South
4637,4638,Corporate,Office Supplies,336,962,West
4638,4639,Corporate,Office Supplies,2623,713,East
4639,4640,Consumer,Office Supplies,4143,136,West
4640,4641,Corporate,Technology,697,951,East
4641,4642,Corporate,Technology,1802,550,East
4642,4643,Home Office,Furniture,2276,642,West
4643,4644,Corporate,Furniture,2657,207,West
4644,4645,Corporate,Technology,264,695,North
4645,4646,Home Office,Furniture,2424,665,East
4646,4647,Home Office,Office Supplies,3139,491,South
4647,4648,Consumer,Office Supplies,669,188,North
4648,4649,Home Office,Technology,3428,878,South
4649,4650,Consumer,Office Supplies,240,532,North
4650,4651,Home Office,Technology,785,660,East
4651,4652,Home Office,Office Supplies,786,968,West
4652,4653,Consumer,Technology,3380,446,West
4653,4654,Home Office,Office Supplies,2863,774,East
4654,4655,Consumer,Office Supplies,3690,866,West
4655,4656,Home Office,Furniture,2138,323,East
4656,4657,Corporate,Furniture,1174,28,East
4657,4658,Home Office,Furniture,2325,169,East
4658,4659,Consumer,Furniture,1441,827,North
4659,4660,Home Office,Furniture,1789,131,West
4660,4661,Consumer,Furniture,3110,81,North
4661,4662,Consumer,Technology,463,64,South
4662,4663,Corporate,Technology,1167,469,East
4663,4664,Corporate,Furniture,2740,178,West
4664,4665,Consumer,Technology,3849,620,South
4665,4666,Home Office,Furniture,2130,591,East
4666,4667,Consumer,Technology,717,158,South
4667,4668,Consumer,Office Supplies,4554,638,North
4668,4669,Home Office,Technology,3246,35,North
4669,4670,Home Office,Technology,2082,257,West
4670,4671,Home Office,Technology,293,906,South
4671,4672,Home Office,Office Supplies,4558,730,South
4672,4673,Consumer,Furniture,1219,236,North
4673,4674,Consumer,Technology,4302,932,North
4674,4675,Corporate,Technology,626,955,West
4675,4676,Consumer,Office Supplies,2052,635,East
4676,4677,Home Office,Furniture,4979,715,West
4677,4678,Corporate,Technology,1882,493,North
4678,4679,Home Office,Office Supplies,2773,842,West
4679,4680,Consumer,Furniture,2497,19,East
4680,4681,Corporate,Furniture,3824,104,North
4681,4682,Home Office,Technology,2689,130,East
4682,4683,Corporate,Technology,3626,135,West
4683,4684,Corporate,Technology,3949,558,East
4684,4685,Consumer,Technology,1734,78,North
4685,4686,Home Office,Office Supplies,3109,306,North
4686,4687,Corporate,Office Supplies,193,695,East
4687,4688,Corporate,Technology,3894,510,West
4688,4689,Home Office,Furniture,3466,982,West
4689,4690,Corporate,Technology,3046,54,West
4690,4691,Corporate,Furniture,188,644,West
4691,4692,Corporate,Furniture,2650,391,South
4692,4693,Home Office,Furniture,2914,993,South
4693,4694,Home Office,Office Supplies,1545,36,East
4694,4695,Home Office,Furniture,4721,714,South
4695,4696,Home Office,Furniture,1930,506,South
4696,4697,Consumer,Office Supplies,2841,861,South
4697,4698,Corporate,Furniture,654,145,East
4698,4699,Home Office,Furniture,3864,716,South
4699,4700,Corporate,Technology,2534,58,West
4700,4701,Corporate,Furniture,780,617,West
4701,4702,Consumer,Furniture,1731,516,East
4702,4703,Home Office,Furniture,302,130,East
4703,4704,Home Office,Furniture,4642,770,East
4704,4705,Corporate,Furniture,4018,994,North
4705,4706,Home Office,Office Supplies,3239,226,South
4706,4707,Corporate,Furniture,4973,635,East
4707,4708,Corporate,Furniture,2325,535,East
4708,4709,Consumer,Office Supplies,1786,583,East
4709,4710,Consumer,Office Supplies,928,52,West
4710,4711,Consumer,Furniture,4754,932,East
4711,4712,Corporate,Furniture,2122,761,West
4712,4713,Home Office,Furniture,202,105,West
4713,4714,Consumer,Technology,1657,36,North
4714,4715,Home Office,Technology,4311,845,East
4715,4716,Consumer,Furniture,4187,904,North
4716,4717,Consumer,Office Supplies,2611,251,East
4717,4718,Corporate,Furniture,203,496,South
4718,4719,Consumer,Office Supplies,3538,980,East
4719,4720,Consumer,Office Supplies,2957,249,East
4720,4721,Corporate,Office Supplies,906,313,East
4721,4722,Home Office,Furniture,4755,76,East
4722,4723,Consumer,Furniture,2174,290,East
4723,4724,Corporate,Office Supplies,626,201,East
4724,4725,Consumer,Technology,3536,128,North
4725,4726,Corporate,Technology,397,161,South
4726,4727,Home Office,Technology,4972,786,North
4727,4728,Home Office,Office Supplies,460,401,South
4728,4729,Corporate,Furniture,3817,240,North
4729,4730,Corporate,Office Supplies,4699,360,North
4730,4731,Corporate,Technology,2076,770,East
4731,4732,Home Office,Furniture,2177,580,North
4732,4733,Consumer,Office Supplies,3511,538,South
4733,4734,Home Office,Office Supplies,2273,180,West
4734,4735,Corporate,Technology,4791,872,South
4735,4736,Corporate,Office Supplies,1689,973,North
4736,4737,Home Office,Furniture,1489,141,West
4737,4738,Corporate,Technology,3614,366,East
4738,4739,Home Office,Technology,362,657,West
4739,4740,Corporate,Furniture,3083,51,East
4740,4741,Consumer,Technology,3019,314,South
4741,4742,Consumer,Office Supplies,1963,15,West
4742,4743,Corporate,Office Supplies,101,338,West
4743,4744,Home Office,Technology,2033,179,West
4744,4745,Consumer,Furniture,493,977,East
4745,4746,Home Office,Office Supplies,405,809,East
4746,4747,Corporate,Furniture,629,920,South
4747,4748,Home Office,Office Supplies,4723,347,South
4748,4749,Consumer,Office Supplies,3479,736,North
4749,4750,Home Office,Technology,1064,78,East
4750,4751,Home Office,Technology,4119,891,South
4751,4752,Corporate,Furniture,770,548,West
4752,4753,Corporate,Technology,4168,746,West
4753,4754,Corporate,Office Supplies,2352,843,West
4754,4755,Consumer,Office Supplies,2772,516,South
4755,4756,Consumer,Furniture,1813,755,West
4756,4757,Corporate,Furniture,4144,495,West
4757,4758,Corporate,Office Supplies,4916,452,East
4758,4759,Consumer,Technology,735,933,East
4759,4760,Consumer,Technology,3599,929,South
4760,4761,Consumer,Furniture,4752,60,East
4761,4762,Consumer,Furniture,1217,158,North
4762,4763,Corporate,Office Supplies,2254,936,South
4763,4764,Consumer,Office Supplies,4323,596,North
4764,4765,Corporate,Furniture,137,827,North
4765,4766,Home Office,Office Supplies,1732,101,South
4766,4767,Home Office,Furniture,4393,377,East
4767,4768,Consumer,Furniture,3875,945,East
4768,4769,Home Office,Technology,2154,589,South
4769,4770,Home Office,Furniture,4185,756,North
4770,4771,Home Office,Office Supplies,3503,883,South
4771,4772,Consumer,Technology,618,665,South
4772,4773,Consumer,Technology,2341,85,West
4773,4774,Home Office,Office Supplies,2463,95,West
4774,4775,Corporate,Office Supplies,1141,236,North
4775,4776,Home Office,Office Supplies,4815,372,East
4776,4777,Consumer,Furniture,1494,968,West
4777,4778,Consumer,Technology,2969,577,West
4778,4779,Consumer,Furniture,3776,601,North
4779,4780,Home Office,Furniture,3821,33,South
4780,4781,Corporate,Furniture,3872,748,West
4781,4782,Consumer,Furniture,334,37,East
4782,4783,Consumer,Technology,3240,130,North
4783,4784,Home Office,Technology,546,499,West
4784,4785,Corporate,Furniture,4805,614,North
4785,4786,Home Office,Office Supplies,107,862,West
4786,4787,Consumer,Technology,4657,633,West
4787,4788,Corporate,Furniture,1099,899,North
4788,4789,Corporate,Office Supplies,1434,354,East
4789,4790,Consumer,Office Supplies,233,40,East
4790,4791,Corporate,Furniture,2532,664,South
4791,4792,Corporate,Technology,155,888,West
4792,4793,Home Office,Office Supplies,3285,819,South
4793,4794,Consumer,Technology,1211,236,North
4794,4795,Consumer,Technology,3279,879,South
4795,4796,Consumer,Office Supplies,1623,259,North
4796,4797,Consumer,Furniture,243,59,East
4797,4798,Consumer,Office Supplies,3016,735,North
4798,4799,Corporate,Office Supplies,2203,901,North
4799,4800,Home Office,Technology,719,398,South
4800,4801,Consumer,Furniture,1986,953,West
4801,4802,Home Office,Technology,2120,790,South
4802,4803,Home Office,Office Supplies,1508,297,East
4803,4804,Corporate,Furniture,3021,716,East
4804,4805,Consumer,Furniture,4834,775,East
4805,4806,Corporate,Furniture,3473,600,West
4806,4807,Consumer,Furniture,3576,484,South
4807,4808,Corporate,Furniture,936,765,North
4808,4809,Home Office,Office Supplies,4002,612,North
4809,4810,Consumer,Office Supplies,1685,935,West
4810,4811,Home Office,Office Supplies,4975,15,East
4811,4812,Home Office,Technology,936,802,West
4812,4813,Corporate,Furniture,2657,421,North
4813,4814,Consumer,Furniture,2959,967,East
4814,4815,Home Office,Office Supplies,4460,671,West
4815,4816,Corporate,Furniture,1497,333,North
4816,4817,Consumer,Technology,3922,408,North
4817,4818,Consumer,Furniture,4497,291,West
4818,4819,Home Office,Furniture,3530,200,North
4819,4820,Consumer,Technology,904,795,South
4820,4821,Home Office,Office Supplies,1175,594,South
4821,4822,Consumer,Office Supplies,4294,968,East
4822,4823,Corporate,Furniture,2740,839,South
4823,4824,Home Office,Technology,3184,509,South
4824,4825,Home Office,Office Supplies,1513,589,West
4825,4826,Consumer,Office Supplies,4552,825,East
4826,4827,Consumer,Office Supplies,1763,443,West
4827,4828,Home Office,Furniture,3075,72,West
4828,4829,Consumer,Technology,4206,462,South
4829,4830,Corporate,Furniture,4276,502,South
4830,4831,Consumer,Office Supplies,2153,655,North
4831,4832,Corporate,Technology,2520,451,North
4832,4833,Corporate,Furniture,2628,316,East
4833,4834,Corporate,Office Supplies,4417,789,South
4834,4835,Corporate,Office Supplies,2040,744,North
4835,4836,Corporate,Furniture,3252,952,West
4836,4837,Consumer,Office Supplies,2046,135,South
4837,4838,Corporate,Office Supplies,614,274,East
4838,4839,Consumer,Technology,320,16,East
4839,4840,Corporate,Office Supplies,327,422,West
4840,4841,Home Office,Furniture,2437,215,North
4841,4842,Corporate,Technology,4488,188,West
4842,4843,Home Office,Furniture,3364,477,North
4843,4844,Corporate,Office Supplies,1055,505,South
4844,4845,Corporate,Technology,1597,704,East
4845,4846,Corporate,Technology,1380,452,North
4846,4847,Home Office,Technology,2078,961,West
4847,4848,Home Office,Technology,1629,927,South
4848,4849,Corporate,Furniture,4583,237,North
4849,4850,Consumer,Office Supplies,2762,757,South
4850,4851,Corporate,Office Supplies,2513,155,South
4851,4852,Home Office,Technology,2805,579,West
4852,4853,Corporate,Office Supplies,3635,305,West
4853,4854,Home Office,Furniture,4384,250,South
4854,4855,Home Office,Office Supplies,1017,866,South
4855,4856,Home Office,Furniture,1301,296,North
4856,4857,Corporate,Furniture,2522,961,West
4857,4858,Home Office,Office Supplies,1721,684,North
4858,4859,Home Office,Furniture,859,35,East
4859,4860,Corporate,Furniture,4389,461,North
4860,4861,Home Office,Furniture,1588,115,South
4861,4862,Corporate,Furniture,4358,249,East
4862,4863,Home Office,Technology,4471,861,North
4863,4864,Consumer,Office Supplies,4559,427,East
4864,4865,Consumer,Technology,1765,341,West
4865,4866,Home Office,Furniture,2102,921,North
4866,4867,Consumer,Office Supplies,559,900,North
4867,4868,Corporate,Furniture,3121,51,West
4868,4869,Consumer,Office Supplies,2390,654,North
